,ACHADO,TIPO_ACHADO
14133,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
13199,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
8124,Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
13703,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
11376,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
18962,"Pagamentos irregulares, por ausência/insuficiência de documentação comprobatória da execução de objetos/serviços contratados.",Liquidação e/ou pagamento irregular da despesa
9360,Adiantamento de pagamentos.,Liquidação e/ou pagamento irregular da despesa
6729,Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
5670,Impropriedades no processo licitatório - As cláusulas presentes no contrato assinado não estão de acordo com aquelas que foram apresentadas na minuta de contrato presente no edital de licitação.,Divergência entre o contrato e o ato convocatório
12241,Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
18023,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
16834,Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
22667,Procedimentos irregulares nos processos de repactuação de valores com a empresa Power Segurança e Vigilância Ltda. na execução do Contrato 5/2011 ,Outras irregularidades na execução do contrato
5577,Irregularidade grave na execução do convênio - Os desembolsos dos recursos referentes ao convênio ocorreram desconforme previsto no Plano de Trabalho correspondente.,Irregularidades na execução do convênio
12659,Descumprimento de cláusulas contratuais.,Outras irregularidades na execução do contrato
17926,Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
13777,Falta de retenção da garantia prevista na Lei 8.666/93.,Garantia contratual inexistente
9560,Julgamento ou classificação das propostas em desacordo com os critérios do edital ou da legislação.,Julgamento em desconformidade com o edital e com a legislação (habilitação e propostas)
21320,"Inexistência de apuração dos quantitativos dos itens licitados, para elaboração do Termo de Referência, ou estudos que comprovem a necessidade dos itens em eventos que a empresa deverá participar.",Falha na composição dos custos expressos na planilha orçamentária
13958,Superfaturamento decorrente de quantitativo inadequado.,Superfaturamento
9349,Falhas relativas à publicidade do edital de licitação.,Irregularidades na condução do procedimento licitatório
5649,Falta de definição precisa das condições de reajuste.,Cláusulas essenciais imprecisas ou ausentes
13345,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
9171,Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
11630,Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
13245,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
18816,"Cumulação de itens de compra com natureza diversa, em prejuízo à economicidade e ao caráter competitivo da correspondente licitação",Restrição à competitividade do certame
11379,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
10983,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
18751,Sobrepreço decorrente de quantitativos inadequados na planilha da primeira reprogramação das metas do Contrato de Repasse n. 1006930-41/2013.,Sobrepreço
15293,Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
9746,Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
21200,Projeto básico deficiente e desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
21699,Atraso superior a 90 (noventa) dias dos pagamentos devidos pela Administração,Outras irregularidades na execução do contrato
5901,Classificação indevida do objeto do contrato como serviço de natureza continuada.,Irregularidades na condução do procedimento licitatório
18144,Adiantamento de pagamentos.,Liquidação e/ou pagamento irregular da despesa
13882,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
19618,"Pagamentos irregulares a 36 servidores (ativos e aposentados) e pensionistas, referentes à FC Judicial em desconformidade com a jurisprudência desta Corte de Contas, a exemplo do Acórdão 7.297/20141-TCU-2ª Câmara.",Descumprimento de determinação do TCU
6684,Os desembolsos dos recursos referentes ao convênio ocorreram desconforme previsto no Plano de Trabalho correspondente.,Irregularidades na execução do convênio
5732,Projeto básico/executivo deficiente ou inexistente - Deficiência do projeto básico ou projeto básico desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
8830,Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
8051,Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
7311,Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
5896,"Superfaturamento - Superfaturamento decorrente de preços excessivos frente ao mercado (serviços, insumos e encargos).",Superfaturamento
9814,Termo aditivo desacompanhado de discriminação dos serviços/quantidades adicionados.,"Aditivos irregulares, injustificados ou não celebrados"
11831,Existência de preços diferentes para o mesmo serviço.,Falha na composição dos custos expressos na planilha orçamentária
10195,Obra iniciada sem Licença de Instalação.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
13907,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
9070,Inclusão de parcela referente ao IRPJ e CSLL na composição do BDI ou na planilha de custo direto.,Falha na composição dos custos expressos na planilha orçamentária
7254,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
10194,Liquidação irregular da despesa.,Liquidação e/ou pagamento irregular da despesa
20044,Redução do objeto pactuado sem a correspondente adequação financeira.,Irregularidades na formalização do convênio
20856,Julgamento ou classificação das propostas em desacordo com os critérios do edital ou da legislação.,Julgamento em desconformidade com o edital e com a legislação (habilitação e propostas)
17500,Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
16543,"Retenção/pagamento de tributos (contribuição previdenciária, IR, ISS, etc.) em desacordo com os percentuais previstos no BDI da contratada ou na legislação vigente.",Liquidação e/ou pagamento irregular da despesa
9099,Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
5739,Inclusão de parcela referente ao IRPJ e CSLL no cálculo do LDI ou na planilha de custo direto.,Falha na composição dos custos expressos na planilha orçamentária
10089,"Ausência, insuficiência ou previsão ilimitada de recursos orçamentários para a execução da obra no ano.",Dotação orçamentária incompatível com a execução do objeto
21325,Objeto do convênio/edital/contrato sem funcionalidade própria.,Inviabilidade do projeto
12301,Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
13755,Adoção de regime de execução contratual inadequado ou antieconômico,"Adoção de tipo, regime ou modalidade de licitação indevidos"
