ACHADO,TIPO_ACHADO
O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
Projeto básico/executivo deficiente (sem grau de precisão adequado para se contratar/executar o objeto),"Projeto inexistente, deficiente ou desatualizado"
"Ausência de exigência da contratada da apresentação de, ao menos, três orçamentos válidos obtidos junto a fornecedores de bens e serviços.  

",Superfaturamento
Sobrepreço decorrente de BDI excessivo.,Sobrepreço
Irregularidade grave na execução do convênio - O aditivo ao convênio alterou o objeto inicialmente firmado.,Irregularidades na formalização do convênio
Estudo de viabilidade técnica e econômico-financeira deficiente.,Ausência de estudos capazes de comprovar a viabilidade do projeto
Irregularidades graves na execução do convênio - O Plano de Trabalho apresentado pelo Convenente não contém todos os requisitos exigidos pelo art. 2º da Instrução Normativa STN nº 1.,Irregularidades na fase de proposição
Obras realizadas em terrenos não desapropriados (caracterização de esbulho pela Administração Pública).,Processo de desapropriação inexistente ou deficiente
"Retenção/pagamento de tributos (contribuição previdênciária, IR, ISS, etc.) em desacordo com os percentuais previstos no BDI da contratada ou na legislação vigente.",Liquidação e/ou pagamento irregular da despesa
Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
As cláusulas presentes no contrato assinado não estão de acordo com aquelas que foram apresentadas na minuta de contrato presente no edital de licitação.,Divergência entre o contrato e o ato convocatório
Sobrepreço decorrente de itens considerados em duplicidade.,Sobrepreço
Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
Deficiência na fiscalização/supervisão da obra - Fiscalização e/ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
"Pagamento de canteiro de obras não instalado pela contratada, sem projeto básico aprovado e sem licenças ambientais prévia e de instalação.",Liquidação e/ou pagamento irregular da despesa
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Inclusão inadequada de itens na composição do BDI.,Falha na composição dos custos expressos na planilha orçamentária
"Pagamento indevido à contratada de 12,8 milhões, de reais",Liquidação e/ou pagamento irregular da despesa
As medidas corretivas necessárias para a retomada da obra paralisada (conforme acórdão do TCU) ainda não foram integralmente cumpridas pela administração.,Atraso ou paralisação da obra por ação ou omissão do gestor
Avanço desproporcional das etapas de serviço.,Descumprimento do cronograma físico-financeiro do objeto
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Sobrepreço decorrente de jogo de planilha.,Sobrepreço
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Fiscalização deficiente da execução do convênio.,Deficiência ou ausência do acompanhamento e fiscalização pelo órgão concedente
"Deficiência dos controles destinados a garantir a qualidade na fabricação, transporte e lançamento das lajes pré-moldadas.",Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Obra em andamento com Licença Prévia ou de Instalação vencidas.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
"Falha formal em edital relativa a Exigência de certidão negativa de protesto (Item 3.5.16 do relatório de acompanhamento)

",Restrição à competitividade do certame
Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Contrato sem adequação à forma de tributação superveniente (desoneração),Liquidação e/ou pagamento irregular da despesa
O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
O convenente não possui os requisitos exigidos pela Instrução Normativa STN nº 1 para a celebração do convênio.,Irregularidades na formalização do convênio
Superfaturamento decorrente de preços excessivos frente ao mercado.,Superfaturamento
Julgamento ou classificação das propostas em desacordo com os critérios do edital ou da legislação.,Julgamento em desconformidade com o edital e com a legislação (habilitação e propostas)
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Direcionamento dos processos licitatórios,Direcionamento da licitação ou licitação montada
Itens instalação/manutenção de canteiros e mobilização/desmobilização não se encontram detalhados no custo direto da obra.,Falha na composição dos custos expressos na planilha orçamentária
RIBEIRA DO POMBAL- Pagamentos aos profissionais da educação básica a título de remuneração/abono com recursos dos precatórios do Fundef.,Liquidação e/ou pagamento irregular da despesa
Termo aditivo assinado após o término da vigência do contrato.,"Aditivos irregulares, injustificados ou não celebrados"
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Acréscimos ou supressões em percentual superior ao legalmente permitido.,"Aditivos irregulares, injustificados ou não celebrados"
Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
Sobrepreço decorrente de preços excessivos frente ao mercado e duplicidade,Sobrepreço
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
A obra paralisada está sendo deteriorada por intempéries ou por vandalismo.,Atraso ou paralisação da obra por ação ou omissão do gestor
Ausência de cadastramento de contrato ou convênio no SIASG - Contrato não cadastrado no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
Execução das obras sem prévia aprovação do projeto executivo pelo Dnit.,Outras irregularidades na execução do contrato
"Atraso na liberação dos recursos financeiros do Contrato de Repasse 840.202/2016, pela Caixa Econômica Federal",Irregularidades na execução do convênio
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
O tipo de intervenção contratado é insuficiente para a manutenção da rodovia em boas condições.,"Projeto inexistente, deficiente ou desatualizado"
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
Sobrepreço do contrato em virtude dos preços pactuados serem além dos de mercado,Sobrepreço
Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
"Existência de contratos tipo ""guarda-chuva""",Cláusulas essenciais imprecisas ou ausentes
